math12,catholic,faminc8,math8
37.83000183105469,0,8,47.189998626708984
45.18000030517578,0,10,40.41999816894531
30.989999771118164,0,9,35.540000915527344
43.27000045776367,0,11,42.66999816894531
56.779998779296875,0,11,50.36000061035156
40.02000045776367,0,11,45.599998474121094
48.400001525878906,0,8,44.7400016784668
51.849998474121094,0,9,47.619998931884766
48.75,0,7,50.79999923706055
42.27000045776367,0,11,45.130001068115234
61.880001068115234,0,12,57.959999084472656
43.65999984741211,0,10,46.439998626708984
38.65999984741211,0,12,43.9900016784668
48.439998626708984,0,9,39.970001220703125
62.41999816894531,0,9,55.09000015258789
42.970001220703125,0,8,45.70000076293945
64.31999969482422,0,12,68.16999816894531
40.65999984741211,0,9,44.599998474121094
67.589996337890625,0,12,73.33000183105469
42.279998779296875,0,10,48.83000183105469
48.400001525878906,0,8,55.189998626708984
52.18000030517578,0,11,54.790000915527344
54.97999954223633,0,10,57.439998626708984
61.95000076293945,0,10,68.55000305175781
48.689998626708984,0,6,55.529998779296875
56.599998474121094,0,9,65.68000030517578
45.099998474121094,0,10,44.41999816894531
39.2599983215332,0,11,41.34000015258789
47.869998931884766,0,8,53.27000045776367
55.95000076293945,0,4,59.88999938964844
34.599998474121094,0,5,41.63999938964844
58.5,0,10,56
50.650001525878906,0,7,50.29999923706055
48.45000076293945,0,9,47.119998931884766
58,0,11,58.27000045776367
54.52000045776367,0,12,52.150001525878906
37.0099983215332,0,12,38.41999816894531
61.869998931884766,0,11,54.13999938964844
50.54999923706055,0,9,51.599998474121094
47.970001220703125,0,11,47.66999816894531
50.45000076293945,0,9,42.939998626708984
48.709999084472656,0,8,48.869998931884766
56.040000915527344,0,10,51.470001220703125
35.2400016784668,0,10,38.70000076293945
35.130001068115234,0,10,37.540000915527344
42.209999084472656,0,7,44.91999816894531
59.65999984741211,0,11,52.70000076293945
46.93000030517578,0,12,49.06999969482422
60.119998931884766,0,11,59.970001220703125
50.20000076293945,0,9,45.97999954223633
51.15999984741211,0,9,46.349998474121094
54.439998626708984,0,11,43.9900016784668
61.47999954223633,0,9,35.720001220703125
61.31999969482422,0,8,57.560001373291016
52.619998931884766,0,10,47.9900016784668
46.77000045776367,0,6,46.22999954223633
55.38999938964844,0,11,54.29999923706055
53.58000183105469,0,12,55.75
39.04999923706055,0,12,47.41999816894531
38.970001220703125,0,6,40.79999923706055
47.54999923706055,0,11,44.77000045776367
62.63999938964844,0,11,71.0999984741211
51.59000015258789,0,11,51.4900016784668
51.7599983215332,0,6,51.66999816894531
39.27000045776367,0,10,40.599998474121094
61.31999969482422,0,10,62.43000030517578
66.38999938964844,0,11,64.48999786376953
45.220001220703125,0,12,54.47999954223633
43.08000183105469,0,12,44.290000915527344
67.23999786376953,0,11,68.81999969482422
58.709999084472656,0,12,68.910003662109375
45.7599983215332,0,10,46.29999923706055
54.16999816894531,0,11,53.79999923706055
70.94000244140625,0,12,68.61000061035156
64.720001220703125,0,10,61.66999816894531
63.65999984741211,0,10,68.68000030517578
46.869998931884766,0,11,57.65999984741211
63.970001220703125,0,12,65.720001220703125
48.459999084472656,0,10,47.310001373291016
39.08000183105469,0,12,39.029998779296875
53.599998474121094,0,11,41.279998779296875
66.16999816894531,0,9,57.63999938964844
47.470001220703125,0,10,42.790000915527344
67.0199966430664,0,7,70.80999755859375
62.790000915527344,0,11,54.29999923706055
54.9900016784668,0,9,49.529998779296875
48.630001068115234,0,11,46.970001220703125
65.19000244140625,0,11,71.660003662109375
51.790000915527344,0,10,54.68000030517578
47.22999954223633,0,4,59.529998779296875
41.97999954223633,0,12,39.56999969482422
62.41999816894531,0,5,63.459999084472656
49.83000183105469,0,9,55.79999923706055
52.9900016784668,0,12,59.02000045776367
56.06999969482422,0,11,57.130001068115234
48.15999984741211,0,11,43.06999969482422
42.400001525878906,0,7,53.650001525878906
50.59000015258789,0,11,44
49.099998474121094,0,10,54.70000076293945
51.33000183105469,0,11,57.40999984741211
69.44999694824219,0,12,71.410003662109375
60.349998474121094,0,11,57.720001220703125
39,0,7,40.709999084472656
52.58000183105469,0,7,65.80000305175781
47.810001373291016,0,10,45.779998779296875
35.290000915527344,0,11,40.59000015258789
44.34000015258789,0,4,49.83000183105469
40.650001525878906,0,12,42.959999084472656
51.099998474121094,0,8,41.59000015258789
39.7400016784668,0,11,49.810001373291016
36.93000030517578,0,6,37.95000076293945
35.86000061035156,0,7,41.34000015258789
48.790000915527344,0,4,53.060001373291016
43,0,9,41.119998931884766
66.66999816894531,0,11,67.88999938964844
47.27000045776367,0,10,47.709999084472656
67.75,0,8,70.55000305175781
64.30000305175781,0,11,73.80000305175781
32.40999984741211,0,11,35.27000045776367
38.34000015258789,0,11,41.66999816894531
54.130001068115234,0,11,49.7599983215332
40.75,0,10,43.2400016784668
57.06999969482422,0,11,60.47999954223633
42.029998779296875,0,10,45.400001525878906
36.41999816894531,0,12,45.040000915527344
63.310001373291016,0,9,51.060001373291016
36.56999969482422,0,10,37.25
42.70000076293945,0,10,43.529998779296875
51.77000045776367,0,11,59.810001373291016
69.20999908447266,0,9,61.060001373291016
48.13999938964844,0,12,67.62000274658203
55.9900016784668,0,12,54.97999954223633
62.630001068115234,0,11,73.9800033569336
65.279998779296875,0,11,65.30000305175781
45.9900016784668,0,11,36.08000183105469
56.5,0,12,39.290000915527344
36.939998626708984,0,12,49.939998626708984
53.810001373291016,0,11,53.7400016784668
50.540000915527344,0,10,54.16999816894531
65.55000305175781,0,12,61.91999816894531
51.650001525878906,0,11,55.29999923706055
63.720001220703125,0,12,61.880001068115234
49.79999923706055,0,11,56.849998474121094
59.150001525878906,0,12,65.160003662109375
57.91999816894531,0,12,50.220001220703125
68.44000244140625,0,11,67.30999755859375
56.599998474121094,0,8,49.81999969482422
56.45000076293945,0,9,58.099998474121094
38.86000061035156,0,10,40.81999969482422
41.369998931884766,0,11,37.86000061035156
55.900001525878906,0,11,51.689998626708984
57.380001068115234,0,10,57.83000183105469
39.38999938964844,0,10,48.0099983215332
61.040000915527344,0,10,48.400001525878906
44.63999938964844,0,3,41.20000076293945
50.959999084472656,0,11,43.81999969482422
43.54999923706055,0,11,43.2599983215332
61.18000030517578,0,12,61.630001068115234
49.38999938964844,0,11,38.779998779296875
60.900001525878906,0,12,63.72999954223633
70.44000244140625,0,11,77.19999694824219
46.790000915527344,0,10,45.15999984741211
44.22999954223633,0,12,42.90999984741211
68.80999755859375,0,11,69.720001220703125
61.75,0,12,62.7400016784668
60.459999084472656,0,12,48.900001525878906
63.869998931884766,0,10,58.0099983215332
39.2400016784668,0,11,39.34000015258789
56.31999969482422,0,11,56.060001373291016
70.3499984741211,0,8,65.529998779296875
48.65999984741211,0,8,49.099998474121094
46.029998779296875,0,12,44.439998626708984
53.619998931884766,0,12,44.34000015258789
57.790000915527344,0,11,46.09000015258789
58.93000030517578,0,9,65.3499984741211
41.380001068115234,0,6,44.459999084472656
51.36000061035156,0,10,50.709999084472656
63.709999084472656,0,11,61.11000061035156
68.51000213623047,0,11,67.51000213623047
43.099998474121094,0,8,46.16999816894531
34.810001373291016,0,8,36
53.16999816894531,0,8,45.75
35.310001373291016,0,9,43.720001220703125
37.81999969482422,0,9,43.91999816894531
46.66999816894531,0,11,51.810001373291016
48.20000076293945,0,10,47.91999816894531
39.97999954223633,0,8,43.18000030517578
53.11000061035156,0,9,58.06999969482422
63.029998779296875,0,11,60.83000183105469
49.4900016784668,0,4,48.7599983215332
35.599998474121094,0,5,35.470001220703125
39.369998931884766,0,11,60.869998931884766
36.459999084472656,0,8,43.5099983215332
61.81999969482422,0,10,52.47999954223633
52.029998779296875,0,11,56.040000915527344
37.09000015258789,0,5,46.63999938964844
50.380001068115234,0,12,51.31999969482422
34.959999084472656,0,10,41.130001068115234
62.349998474121094,0,12,65.29000091552734
42.790000915527344,0,12,43.09000015258789
61.72999954223633,0,10,68.81999969482422
39.869998931884766,0,10,43.099998474121094
58.709999084472656,0,10,55.88999938964844
48.0099983215332,0,10,47.47999954223633
35.7400016784668,0,11,40.66999816894531
44.40999984741211,0,11,40.630001068115234
61.869998931884766,0,9,65.55000305175781
37.900001525878906,0,11,43.959999084472656
48.970001220703125,0,10,52.880001068115234
38.52000045776367,0,10,41.7400016784668
55.869998931884766,0,10,55.900001525878906
33.7599983215332,0,10,39.209999084472656
37.939998626708984,0,9,46.45000076293945
67.94999694824219,0,12,59.59000015258789
40.220001220703125,0,12,46.2599983215332
39.79999923706055,0,5,39.79999923706055
45.599998474121094,0,11,43.7400016784668
49.77000045776367,0,11,46.959999084472656
49.40999984741211,0,9,41.58000183105469
34.72999954223633,0,5,38.86000061035156
47.040000915527344,0,7,50.630001068115234
46.04999923706055,0,10,38.41999816894531
57.02000045776367,0,11,61.779998779296875
38.290000915527344,0,4,38.0099983215332
37.5,0,10,43.970001220703125
51.65999984741211,0,10,47.779998779296875
36.86000061035156,0,9,45.630001068115234
38.5,0,8,36.9900016784668
53.29999923706055,0,10,51.38999938964844
45.08000183105469,0,11,45.18000030517578
46.7599983215332,0,7,47.349998474121094
33.47999954223633,0,11,38.11000061035156
51.290000915527344,0,10,47.2400016784668
39.040000915527344,0,9,44.400001525878906
32.5,0,6,38.63999938964844
44.59000015258789,0,12,48.310001373291016
60.310001373291016,0,11,49.400001525878906
53.72999954223633,0,9,50.939998626708984
53.22999954223633,0,12,55.630001068115234
63.93000030517578,0,11,65.12999725341797
36.70000076293945,0,11,38.849998474121094
45.650001525878906,0,10,45.75
42.880001068115234,0,11,41.189998626708984
41.09000015258789,0,10,41.58000183105469
52.0099983215332,0,8,48.54999923706055
50.72999954223633,0,11,46.400001525878906
55.20000076293945,0,11,57.02000045776367
53.41999816894531,0,12,47.52000045776367
56.459999084472656,0,11,56.119998931884766
53.5099983215332,0,12,59.119998931884766
35.81999969482422,0,6,36.79999923706055
57.029998779296875,0,10,55.45000076293945
62.38999938964844,0,11,71.20999908447266
54.9900016784668,0,10,52.529998779296875
48.93000030517578,0,10,44.81999969482422
42.15999984741211,0,7,39.290000915527344
62.880001068115234,0,11,51.52000045776367
53.099998474121094,0,11,56.65999984741211
64.51000213623047,0,12,63.779998779296875
39.040000915527344,0,11,41.119998931884766
50.65999984741211,0,12,50.86000061035156
46.689998626708984,0,11,48.18000030517578
36.36000061035156,0,12,49.279998779296875
35.130001068115234,0,3,38.380001068115234
62.15999984741211,0,8,64.63999938964844
54.11000061035156,0,11,54.20000076293945
52.06999969482422,0,10,61.7400016784668
50.54999923706055,0,5,49.52000045776367
62.099998474121094,0,11,58.939998626708984
51.290000915527344,0,8,50.7599983215332
45.04999923706055,0,12,55.970001220703125
31.709999084472656,0,4,37.11000061035156
36.970001220703125,0,7,37.86000061035156
38.08000183105469,0,10,52.11000061035156
38.45000076293945,0,12,39.130001068115234
67.1500015258789,0,11,69.0199966430664
58.790000915527344,0,10,55.779998779296875
52.310001373291016,0,11,55.22999954223633
40.11000061035156,0,10,39.91999816894531
51.5099983215332,0,10,43.9900016784668
50.400001525878906,0,11,51.2599983215332
62.689998626708984,0,11,60.72999954223633
50.45000076293945,0,11,50.459999084472656
62.08000183105469,0,11,52.09000015258789
40.029998779296875,0,12,47.380001068115234
52.79999923706055,0,11,70.04000091552734
44.869998931884766,0,10,48.91999816894531
34.849998474121094,0,5,40.060001373291016
59.0099983215332,0,11,61.40999984741211
52.09000015258789,0,11,54.849998474121094
61.599998474121094,0,12,60.5099983215332
60.880001068115234,0,12,49.709999084472656
49.779998779296875,0,10,48.72999954223633
40.7400016784668,0,5,38.439998626708984
63.290000915527344,0,10,72.7300033569336
55.959999084472656,0,10,48.18000030517578
36.279998779296875,0,10,38.59000015258789
49.43000030517578,0,11,54.20000076293945
32.59000015258789,0,10,37.970001220703125
57.959999084472656,0,12,62.650001525878906
48.81999969482422,0,11,52.369998931884766
51.58000183105469,0,12,46.130001068115234
61.40999984741211,0,9,54.63999938964844
52.16999816894531,0,11,46.16999816894531
37.220001220703125,0,10,40.209999084472656
44.33000183105469,0,10,43.15999984741211
60.90999984741211,0,12,58.90999984741211
52.220001220703125,0,10,40.43000030517578
40.630001068115234,0,11,45.66999816894531
60.97999954223633,0,10,52.599998474121094
60.529998779296875,0,10,52.33000183105469
59.939998626708984,0,7,60.779998779296875
60.900001525878906,0,7,58.41999816894531
57.2599983215332,0,10,47.93000030517578
34.52000045776367,0,7,43.790000915527344
42.22999954223633,0,11,43.119998931884766
48.650001525878906,0,10,46.939998626708984
53.470001220703125,0,9,59.86000061035156
52.43000030517578,0,9,58.81999969482422
42.29999923706055,0,8,45.93000030517578
42.34000015258789,0,9,44.25
57.279998779296875,0,10,57.36000061035156
55.099998474121094,0,10,54.279998779296875
49.47999954223633,0,12,48.099998474121094
62.290000915527344,0,12,63.150001525878906
52.5099983215332,0,12,50.95000076293945
36.869998931884766,0,10,40.47999954223633
51.790000915527344,0,12,57.900001525878906
59.83000183105469,0,12,57.25
60.959999084472656,0,11,65.20999908447266
56.869998931884766,0,12,55.58000183105469
47.470001220703125,0,12,50.61000061035156
45.95000076293945,0,11,44.720001220703125
41.7400016784668,0,11,44.40999984741211
48.380001068115234,0,10,50.2400016784668
39.630001068115234,0,2,42.65999984741211
48.119998931884766,0,9,46.04999923706055
36.689998626708984,0,2,38.31999969482422
40.79999923706055,0,9,42.849998474121094
55.04999923706055,0,10,39.7599983215332
49.880001068115234,0,11,54.7599983215332
56.27000045776367,0,6,61.59000015258789
61.70000076293945,0,10,50.810001373291016
35.31999969482422,0,9,44.29999923706055
41.04999923706055,0,10,50.15999984741211
52.310001373291016,0,9,45.939998626708984
66.36000061035156,0,10,60.599998474121094
51.13999938964844,0,8,46.9900016784668
43.880001068115234,0,11,55.33000183105469
65.37999725341797,0,10,61.599998474121094
41.630001068115234,0,10,43.70000076293945
65.62999725341797,0,11,61.709999084472656
51.04999923706055,0,10,50.08000183105469
39.31999969482422,0,9,40.43000030517578
60.65999984741211,0,11,59.86000061035156
50.150001525878906,0,10,50.470001220703125
41.400001525878906,0,9,43.77000045776367
33.90999984741211,0,5,40.060001373291016
42.91999816894531,0,9,50.0099983215332
38.86000061035156,0,10,44.25
36.880001068115234,0,8,49.959999084472656
44.470001220703125,0,4,51.41999816894531
36.130001068115234,0,7,35.459999084472656
46.66999816894531,0,4,56.779998779296875
51.88999938964844,0,7,49.52000045776367
57.380001068115234,0,10,57.33000183105469
35.65999984741211,0,10,39.369998931884766
45.09000015258789,0,9,51.86000061035156
62.130001068115234,0,11,61.95000076293945
57.22999954223633,0,9,68.0199966430664
65.41999816894531,0,8,69.48999786376953
36.40999984741211,0,10,56.70000076293945
53.720001220703125,0,7,58.689998626708984
65.31999969482422,0,9,68.470001220703125
59.540000915527344,0,12,52.709999084472656
66.73999786376953,0,11,66.69000244140625
35.630001068115234,0,10,38.31999969482422
46.470001220703125,0,11,48.06999969482422
45.18000030517578,0,11,45.439998626708984
62.7400016784668,0,8,69.410003662109375
51.54999923706055,0,11,51.08000183105469
45.77000045776367,0,7,48.58000183105469
39.09000015258789,0,7,41.52000045776367
64.37000274658203,0,11,60.38999938964844
67.5999984741211,0,9,65.48999786376953
48.93000030517578,0,1,44.439998626708984
54.11000061035156,0,11,47.91999816894531
62.45000076293945,0,12,64.8499984741211
45.869998931884766,0,7,45.2400016784668
40.599998474121094,0,11,40.470001220703125
52.58000183105469,0,8,61.029998779296875
58.189998626708984,0,11,61.43000030517578
66.66999816894531,0,12,65.41999816894531
63.79999923706055,0,8,66.279998779296875
39.58000183105469,0,10,38.4900016784668
41.81999969482422,0,11,46.099998474121094
35.650001525878906,0,3,36.459999084472656
56.2599983215332,0,9,56.38999938964844
66.12000274658203,0,11,64.5
37.380001068115234,0,10,37.939998626708984
59.720001220703125,0,7,52.86000061035156
45.5099983215332,0,12,45.099998474121094
59.529998779296875,0,12,49.97999954223633
59.97999954223633,0,6,46.810001373291016
52.529998779296875,0,6,54.97999954223633
42.15999984741211,0,7,41.369998931884766
42.459999084472656,0,11,46.040000915527344
39.79999923706055,0,7,39.63999938964844
40.22999954223633,0,4,40.869998931884766
49.970001220703125,0,8,51.900001525878906
37.959999084472656,0,9,42.790000915527344
40.18000030517578,0,10,45.560001373291016
54.869998931884766,0,11,55.86000061035156
40.88999938964844,0,8,46.31999969482422
46.779998779296875,0,8,50.65999984741211
36.599998474121094,0,4,38.61000061035156
47.7400016784668,0,5,48.41999816894531
33.16999816894531,0,7,38.06999969482422
48.02000045776367,0,12,46.9900016784668
48.560001373291016,0,11,47.7400016784668
41.81999969482422,0,8,46.68000030517578
33.939998626708984,0,12,37.650001525878906
50.18000030517578,0,10,49.439998626708984
50,0,10,48.209999084472656
66.279998779296875,0,11,73.80000305175781
44.27000045776367,0,12,37.380001068115234
66.339996337890625,0,11,66.11000061035156
